support,itemsets
0.023323615160349854,"frozenset({'Road', 'Stairs'})"
0.023323615160349854,"frozenset({'Road', 'Pole'})"
0.023323615160349854,"frozenset({'Roadside Parking', 'Stairs'})"
0.023323615160349854,"frozenset({'Car', 'Barrier Stump'})"
0.023323615160349854,"frozenset({'Bus', 'Fence'})"
0.023323615160349854,"frozenset({'Curb', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Tree', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Trash bins', 'Pole'})"
0.023323615160349854,"frozenset({'Push button', 'Car'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Driveway(flat)'})"
0.023323615160349854,"frozenset({'Car', 'Roadside Parking'})"
0.023323615160349854,"frozenset({'White Cane', 'Puddle'})"
0.023323615160349854,"frozenset({'Person', 'Escalator'})"
0.023323615160349854,"frozenset({'Car', 'Mail box'})"
0.023323615160349854,"frozenset({'Road Divider', 'Person'})"
0.023323615160349854,"frozenset({'Closed Sidewalk', 'Bench'})"
0.023323615160349854,"frozenset({'Crosswalk', 'Car'})"
0.023323615160349854,"frozenset({'Push button', 'Person'})"
0.023323615160349854,"frozenset({'Bicycle', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Bicycle', 'Curb'})"
0.023323615160349854,"frozenset({'Parallel Parking Spot', 'White Cane'})"
0.023323615160349854,"frozenset({'Gate', 'Railing'})"
0.023323615160349854,"frozenset({'Gate', 'Bicycle'})"
0.023323615160349854,"frozenset({'Pole', 'Closed Sidewalk'})"
0.023323615160349854,"frozenset({'Person', 'Retaining Wall'})"
0.023323615160349854,"frozenset({'Person', 'Lamp Post'})"
0.023323615160349854,"frozenset({'White Cane', 'Wet surface'})"
0.023323615160349854,"frozenset({'White Cane', 'Escalator'})"
0.023323615160349854,"frozenset({'Tactile Paving', 'Car'})"
0.023323615160349854,"frozenset({'Accent Paving', 'Railing'})"
0.023323615160349854,"frozenset({'Gate', 'Building'})"
0.023323615160349854,"frozenset({'Road', 'Accent Paving'})"
0.023323615160349854,"frozenset({'Wall', 'White Cane'})"
0.023323615160349854,"frozenset({'Stairs', 'Bench'})"
0.023323615160349854,"frozenset({'Person', 'Roadside Parking'})"
0.023323615160349854,"frozenset({'Road', 'Curb'})"
0.02040816326530612,"frozenset({'Motorcycle', 'White Cane'})"
0.02040816326530612,"frozenset({'Car', 'Lamp Post'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Lamp Post'})"
0.02040816326530612,"frozenset({'Counter', 'Person'})"
0.02040816326530612,"frozenset({'Closed Sidewalk', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Roadside Parking'})"
0.02040816326530612,"frozenset({'Sign', 'Closed Sidewalk'})"
0.02040816326530612,"frozenset({'Road Divider', 'Person with a disability'})"
0.02040816326530612,"frozenset({'Crosswalk', 'Tree'})"
0.02040816326530612,"frozenset({'Slopped Curb', 'Curb'})"
0.02040816326530612,"frozenset({'Person', 'Traffic Signals'})"
0.02040816326530612,"frozenset({'Water Pipes', 'Car'})"
0.02040816326530612,"frozenset({'Car', 'Wet surface'})"
0.02040816326530612,"frozenset({'Sloped Driveway', 'Person'})"
0.02040816326530612,"frozenset({'Curb', 'Vegetation'})"
0.02040816326530612,"frozenset({'Person', 'Puddle'})"
0.02040816326530612,"frozenset({'Car', 'Pillar'})"
0.02040816326530612,"frozenset({'Sloped Driveway', 'Car'})"
0.02040816326530612,"frozenset({'Pedestrian Crossing', 'Tree'})"
0.02040816326530612,"frozenset({'Trash bins', 'Curb'})"
0.02040816326530612,"frozenset({'Parallel Parking Spot', 'Car'})"
0.02040816326530612,"frozenset({'Snow', 'Curb'})"
0.02040816326530612,"frozenset({'Pedestrian Crossing', 'Traffic Signals'})"
0.02040816326530612,"frozenset({'Curb', 'Turnstile'})"
0.02040816326530612,"frozenset({'Snow', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Road Divider', 'Building'})"
0.02040816326530612,"frozenset({'Motorcycle', 'Building'})"
0.02040816326530612,"frozenset({'Snow', 'Trash bins'})"
0.02040816326530612,"frozenset({'Curb', 'Building'})"
0.02040816326530612,"frozenset({'Accent Paving', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Water Pipes', 'White Cane'})"
0.02040816326530612,"frozenset({'Snow', 'Building'})"
0.02040816326530612,"frozenset({'Sign', 'Building'})"
0.02040816326530612,"frozenset({'Tree', 'Building'})"
0.02040816326530612,"frozenset({'Sidewalk', 'Bench'})"
0.02040816326530612,"frozenset({'Water Pipes', 'Person with a disability'})"
0.02040816326530612,"frozenset({'Pole', 'Pillar'})"
0.02040816326530612,"frozenset({'Person', 'Bus Stop'})"
0.02040816326530612,"frozenset({'Barrier Post', 'Railing'})"
0.02040816326530612,"frozenset({'Vegetation', 'Bench'})"
0.02040816326530612,"frozenset({'Pole', 'Traffic Signals'})"
0.02040816326530612,"frozenset({'Barrier Post', 'Bicycle'})"
0.02040816326530612,"frozenset({'Road', 'Tree'})"
0.02040816326530612,"frozenset({'Sign', 'Road'})"
0.02040816326530612,"frozenset({'Barrier Post', 'Tree'})"
0.02040816326530612,"frozenset({'Bridge', 'Building'})"
0.02040816326530612,"frozenset({'Road', 'Roadside Parking'})"
0.02040816326530612,"frozenset({'Bus', 'Railing'})"
0.02040816326530612,"frozenset({'Vegetation', 'Railing'})"
0.02040816326530612,"frozenset({'Road', 'Railing'})"
0.01749271137026239,"frozenset({'White Cane', 'Gutter'})"
0.01749271137026239,"frozenset({'Gate', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Mail box'})"
0.01749271137026239,"frozenset({'Foldout Sign', 'White Cane'})"
0.01749271137026239,"frozenset({'Road Shoulder', 'Curb'})"
0.01749271137026239,"frozenset({'Curb', 'Trash on roads'})"
0.01749271137026239,"frozenset({'White Cane', 'Driveway(flat)'})"
0.01749271137026239,"frozenset({'Person', 'Elevator'})"
0.01749271137026239,"frozenset({'White Cane', 'Elevator'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Escalator'})"
0.01749271137026239,"frozenset({'Escalator', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Snow', 'Fence'})"
0.01749271137026239,"frozenset({'Wall', 'Fence'})"
0.01749271137026239,"frozenset({'Foldout Sign', 'Person'})"
0.01749271137026239,"frozenset({'Foldout Sign', 'Person with a disability'})"
0.01749271137026239,"frozenset({'Sign', 'Fence'})"
0.01749271137026239,"frozenset({'Snow', 'Stairs'})"
0.01749271137026239,"frozenset({'Person', 'Uneven Stairs'})"
0.01749271137026239,"frozenset({'Slopped Curb', 'Vegetation'})"
0.01749271137026239,"frozenset({'Slopped Curb', 'Traffic Signals'})"
0.01749271137026239,"frozenset({'Sign', 'Snow'})"
0.01749271137026239,"frozenset({'Tactile Paving', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Sign', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Road', 'Wall'})"
0.01749271137026239,"frozenset({'Snow', 'Vegetation'})"
0.01749271137026239,"frozenset({'Trash bins', 'Road'})"
0.01749271137026239,"frozenset({'Vegetation', 'Puddle'})"
0.01749271137026239,"frozenset({'Slopped Curb', 'Pole'})"
0.01749271137026239,"frozenset({'Tree', 'Pillar'})"
0.01749271137026239,"frozenset({'Sidewalk', 'Pillar'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Uneven Stairs'})"
0.01749271137026239,"frozenset({'Tree', 'Stairs'})"
0.01749271137026239,"frozenset({'Pedestrian Crossing', 'Snow'})"
0.01749271137026239,"frozenset({'Person', 'Pillar'})"
0.01749271137026239,"frozenset({'Trash on roads', 'Person'})"
0.01749271137026239,"frozenset({'White Cane', 'Wheelchair'})"
0.01749271137026239,"frozenset({'White Cane', 'Turnstile'})"
0.01749271137026239,"frozenset({'Street Vendor', 'White Cane'})"
0.01749271137026239,"frozenset({'Road Divider', 'Curb'})"
0.01749271137026239,"frozenset({'Snow', 'Bench'})"
0.01749271137026239,"frozenset({'Sign', 'Bicycle'})"
0.01749271137026239,"frozenset({'Bus Stop', 'Bench'})"
0.01749271137026239,"frozenset({'Car', 'Sign Post'})"
0.01749271137026239,"frozenset({'Building', 'Gutter'})"
0.01749271137026239,"frozenset({'Accent Paving', 'Vegetation'})"
0.01749271137026239,"frozenset({'Bus', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Building', 'Traffic Signals'})"
0.01749271137026239,"frozenset({'Crosswalk', 'Person with a disability'})"
0.01749271137026239,"frozenset({'Bus', 'Road'})"
0.01749271137026239,"frozenset({'Bicycle', 'Pillar'})"
0.01749271137026239,"frozenset({'Bus', 'Bicycle'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Pole'})"
0.01749271137026239,"frozenset({'Car', 'Turnstile'})"
0.01749271137026239,"frozenset({'Railing', 'Bus Stop'})"
0.01749271137026239,"frozenset({'Car', 'Uneven Stairs'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Sign'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Road Shoulder'})"
0.01749271137026239,"frozenset({'Curb', 'Gutter'})"
0.01749271137026239,"frozenset({'Roadside Parking', 'Closed Sidewalk'})"
0.01749271137026239,"frozenset({'Sign', 'Bus'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Bus Stop'})"
0.01749271137026239,"frozenset({'Trash bins', 'Bridge'})"
0.01749271137026239,"frozenset({'Push button', 'Curb'})"
0.01749271137026239,"frozenset({'Counter', 'White Cane'})"
0.01749271137026239,"frozenset({'Curb', 'Pole'})"
0.01749271137026239,"frozenset({'Bus', 'Building'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Building'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Bus'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Barrier Stump'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Bridge'})"
0.01749271137026239,"frozenset({'Car', 'Escalator'})"
0.01749271137026239,"frozenset({'Car', 'Gutter'})"
0.01749271137026239,"frozenset({'Accent Paving', 'Curb'})"
0.01749271137026239,"frozenset({'Bicycle', 'Roadside Parking'})"
0.01749271137026239,"frozenset({'Bus', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Street Vendor'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Table'})"
0.014577259475218658,"frozenset({'Sloped Driveway', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Trash on roads'})"
0.014577259475218658,"frozenset({'Wall', 'Pole'})"
0.014577259475218658,"frozenset({'Tactile Paving', 'Pole'})"
0.014577259475218658,"frozenset({'Pole', 'Stairs'})"
0.014577259475218658,"frozenset({'Sign', 'Pole'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Bus Stop'})"
0.014577259475218658,"frozenset({'Railing', 'Bench'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Wet surface'})"
0.014577259475218658,"frozenset({'Pillar', 'Bench'})"
0.014577259475218658,"frozenset({'Road Shoulder', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Car', 'Train Platform'})"
0.014577259475218658,"frozenset({'Fountain', 'Car'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Pole'})"
0.014577259475218658,"frozenset({'Vegetation', 'Barrier Stump'})"
0.014577259475218658,"frozenset({'Parallel Parking Spot', 'Person'})"
0.014577259475218658,"frozenset({'Motorcycle', 'Vegetation'})"
0.014577259475218658,"frozenset({'Closed Sidewalk', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Motorcycle', 'Stairs'})"
0.014577259475218658,"frozenset({'Motorcycle', 'Person'})"
0.014577259475218658,"frozenset({'Vegetation', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Road', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Retaining Wall'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Trash bins'})"
0.014577259475218658,"frozenset({'Wall', 'Person'})"
0.014577259475218658,"frozenset({'Water leakage', 'Car'})"
0.014577259475218658,"frozenset({'Car', 'Wheelchair'})"
0.014577259475218658,"frozenset({'Bridge', 'Bench'})"
0.014577259475218658,"frozenset({'Railing', 'Chair'})"
0.014577259475218658,"frozenset({'Bicycle', 'Bench'})"
0.014577259475218658,"frozenset({'Person', 'Wet surface'})"
0.014577259475218658,"frozenset({'Trash bins', 'Push button'})"
0.014577259475218658,"frozenset({'Bus', 'Bridge'})"
0.014577259475218658,"frozenset({'Bicycle', 'Wet surface'})"
0.014577259475218658,"frozenset({'Snow', 'Slopped Curb'})"
0.014577259475218658,"frozenset({'Bicycle', 'Wall'})"
0.014577259475218658,"frozenset({'Sloped Driveway', 'Tree'})"
0.014577259475218658,"frozenset({'Sloped Driveway', 'Slopped Curb'})"
0.014577259475218658,"frozenset({'White Cane', 'Sign Post'})"
0.014577259475218658,"frozenset({'Sign', 'Tree'})"
0.014577259475218658,"frozenset({'Wall', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Snow', 'Puddle'})"
0.014577259475218658,"frozenset({'Trash bins', 'Vegetation'})"
0.014577259475218658,"frozenset({'Building', 'Chair'})"
0.014577259475218658,"frozenset({'Crosswalk', 'Building'})"
0.014577259475218658,"frozenset({'Snow', 'Turnstile'})"
0.014577259475218658,"frozenset({'Tactile Paving', 'Bicycle'})"
0.014577259475218658,"frozenset({'Bicycle', 'Stairs'})"
0.014577259475218658,"frozenset({'Sidewalk', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Road Shoulder', 'Road'})"
0.014577259475218658,"frozenset({'Bicycle', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Bridge', 'Bicycle'})"
0.014577259475218658,"frozenset({'Bus', 'Roadside Parking'})"
0.014577259475218658,"frozenset({'Railing', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Road Shoulder', 'Railing'})"
0.014577259475218658,"frozenset({'Road Divider', 'Push button'})"
0.014577259475218658,"frozenset({'Bicycle', 'Fence'})"
0.014577259475218658,"frozenset({'Snow', 'Bicycle'})"
0.014577259475218658,"frozenset({'Sign', 'Roadside Parking'})"
0.014577259475218658,"frozenset({'Water Pipes', 'Road'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Pillar'})"
0.014577259475218658,"frozenset({'Counter', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Curb'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Person', 'Dog'})"
0.014577259475218658,"frozenset({'Road', 'Lamp Post'})"
0.014577259475218658,"frozenset({'Fountain', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Fence', 'Puddle'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Road', 'Escalator'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Slopped Curb', 'Escalator'})"
0.014577259475218658,"frozenset({'Escalator', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Trash bins'})"
0.014577259475218658,"frozenset({'Pole', 'Gutter'})"
0.014577259475218658,"frozenset({'Curb', 'Table'})"
0.014577259475218658,"frozenset({'Fence', 'Wet surface'})"
0.014577259475218658,"frozenset({'Person', 'Barrier Stump'})"
0.014577259475218658,"frozenset({'Fence', 'Slopped Curb'})"
0.014577259475218658,"frozenset({'Fence', 'Stairs'})"
0.011661807580174927,"frozenset({'Road Divider', 'Bicycle'})"
0.011661807580174927,"frozenset({'Road Shoulder', 'Bicycle'})"
0.011661807580174927,"frozenset({'Bicycle', 'Bus Stop'})"
0.011661807580174927,"frozenset({'Accent Paving', 'Stairs'})"
0.011661807580174927,"frozenset({'Sign', 'Accent Paving'})"
0.011661807580174927,"frozenset({'Bridge', 'Pillar'})"
0.011661807580174927,"frozenset({'Wall', 'Tree'})"
0.011661807580174927,"frozenset({'Wall', 'Vegetation'})"
0.011661807580174927,"frozenset({'Snow', 'Bridge'})"
0.011661807580174927,"frozenset({'Bridge', 'Slopped Curb'})"
0.011661807580174927,"frozenset({'Yard Waste', 'White Cane'})"
0.011661807580174927,"frozenset({'Bridge', 'Sidewalk'})"
0.011661807580174927,"frozenset({'Accent Paving', 'Building'})"
0.011661807580174927,"frozenset({'Bus', 'Accent Paving'})"
0.011661807580174927,"frozenset({'Barrier Post', 'Accent Paving'})"
0.011661807580174927,"frozenset({'Barrier Post', 'Wall'})"
0.011661807580174927,"frozenset({'White Cane', 'Barrier Stump'})"
0.011661807580174927,"frozenset({'Trash on roads', 'White Cane'})"
0.011661807580174927,"frozenset({'Curb', 'Bench'})"
0.011661807580174927,"frozenset({'Stairs', 'Barrier Stump'})"
0.011661807580174927,"frozenset({'Road', 'Barrier Stump'})"
0.011661807580174927,"frozenset({'Crosswalk', 'Barrier Stump'})"
0.011661807580174927,"frozenset({'Traffic Signals', 'Bench'})"
0.011661807580174927,"frozenset({'Barrier Post', 'Fence'})"
0.011661807580174927,"frozenset({'Trash on roads', 'Bench'})"
