support,itemsets
0.037900874635568516,"frozenset({'Person with a disability', 'Tree', 'Car'})"
0.037900874635568516,"frozenset({'Road', 'Car', 'Person'})"
0.03498542274052478,"frozenset({'Building', 'Person with a disability', 'Vegetation'})"
0.03498542274052478,"frozenset({'Road', 'Car', 'White Cane'})"
0.03498542274052478,"frozenset({'Fence', 'Car', 'Person'})"
0.03498542274052478,"frozenset({'Curb', 'Car', 'White Cane'})"
0.03498542274052478,"frozenset({'Snow', 'Car', 'White Cane'})"
0.03498542274052478,"frozenset({'Tree', 'Car', 'Person'})"
0.03498542274052478,"frozenset({'Car', 'Vegetation', 'Person'})"
0.03206997084548105,"frozenset({'White Cane', 'Person with a disability', 'Railing'})"
0.03206997084548105,"frozenset({'White Cane', 'Person', 'Railing'})"
0.03206997084548105,"frozenset({'Snow', 'Person', 'White Cane'})"
0.03206997084548105,"frozenset({'Person with a disability', 'Pole', 'Sidewalk'})"
0.03206997084548105,"frozenset({'Slopped Curb', 'Car', 'Person'})"
0.03206997084548105,"frozenset({'Car', 'Sidewalk', 'Person'})"
0.03206997084548105,"frozenset({'Person with a disability', 'Fence', 'Person'})"
0.03206997084548105,"frozenset({'Building', 'Person', 'Vegetation'})"
0.029154518950437316,"frozenset({'Tree', 'Car', 'Fence'})"
0.029154518950437316,"frozenset({'Car', 'Vegetation', 'Stairs'})"
0.029154518950437316,"frozenset({'Car', 'Pole', 'Person'})"
0.029154518950437316,"frozenset({'Road', 'White Cane', 'Sidewalk'})"
0.029154518950437316,"frozenset({'Person with a disability', 'Car', 'Railing'})"
0.029154518950437316,"frozenset({'Car', 'White Cane', 'Closed Sidewalk'})"
0.029154518950437316,"frozenset({'Vegetation', 'Person with a disability', 'White Cane'})"
0.026239067055393587,"frozenset({'Person with a disability', 'Curb', 'Car'})"
0.026239067055393587,"frozenset({'Pole', 'Car', 'White Cane'})"
0.026239067055393587,"frozenset({'Fence', 'Person with a disability', 'Vegetation'})"
0.026239067055393587,"frozenset({'Road', 'Fence', 'Car'})"
0.026239067055393587,"frozenset({'Person with a disability', 'Railing', 'Stairs'})"
0.026239067055393587,"frozenset({'Road', 'Person with a disability', 'White Cane'})"
0.026239067055393587,"frozenset({'Fence', 'Person with a disability', 'Sidewalk'})"
0.026239067055393587,"frozenset({'Person', 'White Cane', 'Sidewalk'})"
0.026239067055393587,"frozenset({'Pole', 'Person', 'White Cane'})"
0.026239067055393587,"frozenset({'Person with a disability', 'Car', 'Trash bins'})"
0.026239067055393587,"frozenset({'Vegetation', 'White Cane', 'Sidewalk'})"
0.026239067055393587,"frozenset({'Building', 'Car', 'Vegetation'})"
0.026239067055393587,"frozenset({'Person with a disability', 'Slopped Curb', 'Car'})"
0.026239067055393587,"frozenset({'Person', 'White Cane', 'Closed Sidewalk'})"
0.026239067055393587,"frozenset({'Car', 'White Cane', 'Traffic Signals'})"
0.026239067055393587,"frozenset({'Vegetation', 'Person', 'White Cane'})"
0.026239067055393587,"frozenset({'Road', 'Person', 'Vegetation'})"
0.026239067055393587,"frozenset({'Trash bins', 'Person', 'White Cane'})"
0.026239067055393587,"frozenset({'Pole', 'Vegetation', 'White Cane'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Wall', 'Car'})"
0.023323615160349854,"frozenset({'Sign', 'Car', 'Person with a disability'})"
0.023323615160349854,"frozenset({'Tree', 'Car', 'Vegetation'})"
0.023323615160349854,"frozenset({'Vegetation', 'Car', 'White Cane'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Car', 'Traffic Signals'})"
0.023323615160349854,"frozenset({'Person with a disability', 'White Cane', 'Closed Sidewalk'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Car', 'Puddle'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Motorcycle', 'Car'})"
0.023323615160349854,"frozenset({'Car', 'White Cane', 'Stairs'})"
0.023323615160349854,"frozenset({'Sign', 'Car', 'Person'})"
0.023323615160349854,"frozenset({'Pedestrian Crossing', 'Building', 'Car'})"
0.023323615160349854,"frozenset({'Fence', 'Person', 'White Cane'})"
0.023323615160349854,"frozenset({'Building', 'Person', 'Railing'})"
0.023323615160349854,"frozenset({'Car', 'Railing', 'Stairs'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Person', 'Snow'})"
0.023323615160349854,"frozenset({'Bicycle', 'Car', 'Person'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Slopped Curb', 'Person'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Person', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Person with a disability', 'Car', 'Bench'})"
0.023323615160349854,"frozenset({'Motorcycle', 'Bicycle', 'Car'})"
0.023323615160349854,"frozenset({'Bicycle', 'Car', 'Building'})"
0.023323615160349854,"frozenset({'Fence', 'Person with a disability', 'Building'})"
0.023323615160349854,"frozenset({'Bicycle', 'Tree', 'Car'})"
0.023323615160349854,"frozenset({'Vegetation', 'Pole', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Building', 'Car', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Car', 'Vegetation', 'Sidewalk'})"
0.023323615160349854,"frozenset({'Stairs', 'Person with a disability', 'Pillar'})"
0.023323615160349854,"frozenset({'Person with a disability', 'White Cane', 'Pillar'})"
0.02040816326530612,"frozenset({'Tree', 'Person with a disability', 'White Cane'})"
0.02040816326530612,"frozenset({'Trash bins', 'Tree', 'Person with a disability'})"
0.02040816326530612,"frozenset({'Snow', 'Person with a disability', 'White Cane'})"
0.02040816326530612,"frozenset({'Gate', 'Person', 'Closed Sidewalk'})"
0.02040816326530612,"frozenset({'Slopped Curb', 'Person with a disability', 'White Cane'})"
0.02040816326530612,"frozenset({'Slopped Curb', 'White Cane', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Snow', 'Pole', 'White Cane'})"
0.02040816326530612,"frozenset({'Bicycle', 'Tree', 'Person with a disability'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Person', 'Pole'})"
0.02040816326530612,"frozenset({'Building', 'Car', 'Stairs'})"
0.02040816326530612,"frozenset({'Building', 'Person', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Snow', 'Car', 'Pole'})"
0.02040816326530612,"frozenset({'Road', 'Car', 'Vegetation'})"
0.02040816326530612,"frozenset({'Curb', 'Car', 'Person'})"
0.02040816326530612,"frozenset({'Fence', 'Car', 'Curb'})"
0.02040816326530612,"frozenset({'Stairs', 'Car', 'Bench'})"
0.02040816326530612,"frozenset({'Fence', 'Person with a disability', 'Pole'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Bridge', 'Car'})"
0.02040816326530612,"frozenset({'Sign', 'Person', 'Person with a disability'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Tree', 'Person'})"
0.02040816326530612,"frozenset({'Car', 'Sidewalk', 'Stairs'})"
0.02040816326530612,"frozenset({'Tree', 'Person with a disability', 'Fence'})"
0.02040816326530612,"frozenset({'Vegetation', 'Person with a disability', 'Pole'})"
0.02040816326530612,"frozenset({'Snow', 'Person', 'Pole'})"
0.02040816326530612,"frozenset({'Person', 'White Cane', 'Retaining Wall'})"
0.02040816326530612,"frozenset({'Person', 'Vegetation', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Gate', 'Building', 'Person'})"
0.02040816326530612,"frozenset({'Accent Paving', 'White Cane', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Road', 'Building', 'Person'})"
0.02040816326530612,"frozenset({'Pedestrian Crossing', 'Car', 'Person with a disability'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Bicycle', 'Person'})"
0.02040816326530612,"frozenset({'Bicycle', 'Car', 'Vegetation'})"
0.02040816326530612,"frozenset({'Trash bins', 'Car', 'White Cane'})"
0.02040816326530612,"frozenset({'Stairs', 'Car', 'Person'})"
0.02040816326530612,"frozenset({'Trash bins', 'Bicycle', 'Car'})"
0.02040816326530612,"frozenset({'Car', 'White Cane', 'Retaining Wall'})"
0.02040816326530612,"frozenset({'Parallel Parking Spot', 'Person with a disability', 'White Cane'})"
0.02040816326530612,"frozenset({'Person with a disability', 'Vegetation', 'Sidewalk'})"
0.02040816326530612,"frozenset({'Road', 'Car', 'Stairs'})"
0.01749271137026239,"frozenset({'Fence', 'Building', 'Vegetation'})"
0.01749271137026239,"frozenset({'Building', 'Person', 'Closed Sidewalk'})"
0.01749271137026239,"frozenset({'Trash bins', 'Person with a disability', 'White Cane'})"
0.01749271137026239,"frozenset({'Gate', 'Person with a disability', 'White Cane'})"
0.01749271137026239,"frozenset({'Car', 'White Cane', 'Wet surface'})"
0.01749271137026239,"frozenset({'Curb', 'Trash on roads', 'Car'})"
0.01749271137026239,"frozenset({'Tactile Paving', 'Car', 'Person with a disability'})"
0.01749271137026239,"frozenset({'Car', 'Pole', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Trash bins', 'Car', 'Person'})"
0.01749271137026239,"frozenset({'Sloped Driveway', 'Car', 'Person'})"
0.01749271137026239,"frozenset({'Snow', 'Fence', 'Car'})"
0.01749271137026239,"frozenset({'Road Shoulder', 'Curb', 'Car'})"
0.01749271137026239,"frozenset({'Building', 'Person with a disability', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Curb', 'Person'})"
0.01749271137026239,"frozenset({'Car', 'Closed Sidewalk', 'Person'})"
0.01749271137026239,"frozenset({'Tree', 'Person', 'Fence'})"
0.01749271137026239,"frozenset({'Road', 'Fence', 'Person with a disability'})"
0.01749271137026239,"frozenset({'Roadside Parking', 'White Cane', 'Stairs'})"
0.01749271137026239,"frozenset({'Bus', 'Person', 'Bus Stop'})"
0.01749271137026239,"frozenset({'Building', 'Person with a disability', 'Stairs'})"
0.01749271137026239,"frozenset({'Car', 'Sidewalk', 'Bench'})"
0.01749271137026239,"frozenset({'Tactile Paving', 'Person with a disability', 'White Cane'})"
0.01749271137026239,"frozenset({'Snow', 'Tree', 'Car'})"
0.01749271137026239,"frozenset({'Sign', 'Car', 'White Cane'})"
0.01749271137026239,"frozenset({'White Cane', 'Railing', 'Closed Sidewalk'})"
0.01749271137026239,"frozenset({'Slopped Curb', 'Person with a disability', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Snow', 'Person with a disability', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Slopped Curb', 'Car', 'White Cane'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Closed Sidewalk', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Sign', 'Person with a disability', 'White Cane'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Person', 'Closed Sidewalk'})"
0.01749271137026239,"frozenset({'White Cane', 'Closed Sidewalk', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Bicycle', 'Person', 'White Cane'})"
0.01749271137026239,"frozenset({'Road Shoulder', 'Car', 'White Cane'})"
0.01749271137026239,"frozenset({'Tactile Paving', 'Person with a disability', 'Vegetation'})"
0.01749271137026239,"frozenset({'Bicycle', 'Car', 'Curb'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Person', 'Bench'})"
0.01749271137026239,"frozenset({'Snow', 'Tree', 'Person with a disability'})"
0.01749271137026239,"frozenset({'Fence', 'Person with a disability', 'Bench'})"
0.01749271137026239,"frozenset({'Person', 'Closed Sidewalk', 'Bench'})"
0.01749271137026239,"frozenset({'Wall', 'Car', 'White Cane'})"
0.01749271137026239,"frozenset({'Person with a disability', 'Person', 'Vegetation'})"
0.01749271137026239,"frozenset({'Sign', 'Person', 'White Cane'})"
0.01749271137026239,"frozenset({'Barrier Post', 'Person with a disability', 'Car'})"
0.01749271137026239,"frozenset({'Slopped Curb', 'Person', 'White Cane'})"
0.01749271137026239,"frozenset({'Accent Paving', 'Vegetation', 'White Cane'})"
0.01749271137026239,"frozenset({'Snow', 'Curb', 'Person'})"
0.01749271137026239,"frozenset({'Road', 'Accent Paving', 'White Cane'})"
0.01749271137026239,"frozenset({'Accent Paving', 'Car', 'White Cane'})"
0.01749271137026239,"frozenset({'Snow', 'Person with a disability', 'Pole'})"
0.01749271137026239,"frozenset({'Curb', 'Person', 'White Cane'})"
0.01749271137026239,"frozenset({'Road', 'Tree', 'Person with a disability'})"
0.01749271137026239,"frozenset({'Person', 'Pole', 'Sidewalk'})"
0.01749271137026239,"frozenset({'Road', 'Vegetation', 'White Cane'})"
0.014577259475218658,"frozenset({'Gate', 'Person', 'Railing'})"
0.014577259475218658,"frozenset({'Building', 'Car', 'Pole'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Bridge', 'Person'})"
0.014577259475218658,"frozenset({'Trash bins', 'Bicycle', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Bicycle', 'Person with a disability', 'Vegetation'})"
0.014577259475218658,"frozenset({'Bicycle', 'White Cane', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Bridge', 'Building', 'White Cane'})"
0.014577259475218658,"frozenset({'Bridge', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Building', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Building', 'Car', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Gate', 'Building', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Bus', 'White Cane', 'Bus Stop'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Car', 'Bus'})"
0.014577259475218658,"frozenset({'Trash bins', 'Car', 'Bus'})"
0.014577259475218658,"frozenset({'Wall', 'Person with a disability', 'Fence'})"
0.014577259475218658,"frozenset({'White Cane', 'Railing', 'Stairs'})"
0.014577259475218658,"frozenset({'Snow', 'Fence', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Bus', 'Fence', 'White Cane'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Vegetation', 'Stairs'})"
0.014577259475218658,"frozenset({'Bus', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'Fence', 'Person with a disability', 'Puddle'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Street Vendor', 'White Cane'})"
0.014577259475218658,"frozenset({'Fence', 'White Cane', 'Pole'})"
0.014577259475218658,"frozenset({'Slopped Curb', 'Person with a disability', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Foldout Sign', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Building', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Snow', 'Bicycle', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Trash bins', 'Building', 'Person'})"
0.014577259475218658,"frozenset({'Slopped Curb', 'Person with a disability', 'Vegetation'})"
0.014577259475218658,"frozenset({'Building', 'Person with a disability', 'Railing'})"
0.014577259475218658,"frozenset({'Tree', 'Person with a disability', 'Building'})"
0.014577259475218658,"frozenset({'White Cane', 'Building', 'Pole'})"
0.014577259475218658,"frozenset({'White Cane', 'Building', 'Railing'})"
0.014577259475218658,"frozenset({'Fence', 'White Cane', 'Wet surface'})"
0.014577259475218658,"frozenset({'Road', 'Building', 'White Cane'})"
0.014577259475218658,"frozenset({'Snow', 'Person with a disability', 'Stairs'})"
0.014577259475218658,"frozenset({'Bicycle', 'Person with a disability', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Snow', 'Person', 'Turnstile'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Bus Stop', 'Bus'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Railing', 'Bus Stop'})"
0.014577259475218658,"frozenset({'Sloped Driveway', 'Slopped Curb', 'Person'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Tree', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Road', 'Person', 'Stairs'})"
0.014577259475218658,"frozenset({'Road', 'Person', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Road', 'Person', 'Roadside Parking'})"
0.014577259475218658,"frozenset({'Road', 'Person', 'Railing'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Car', 'Barrier Stump'})"
0.014577259475218658,"frozenset({'Snow', 'Tree', 'Person'})"
0.014577259475218658,"frozenset({'Barrier Post', 'Bicycle', 'Car'})"
0.014577259475218658,"frozenset({'Tree', 'Person with a disability', 'Pole'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Car', 'Person'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Accent Paving', 'Car'})"
0.014577259475218658,"frozenset({'Road', 'Accent Paving', 'Car'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Railing', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Pole', 'Pillar'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Accent Paving', 'Person'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Person', 'Pole'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Person', 'Vegetation'})"
0.014577259475218658,"frozenset({'Tree', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'Accent Paving', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'Accent Paving', 'White Cane', 'Pole'})"
0.014577259475218658,"frozenset({'White Cane', 'Accent Paving', 'Railing'})"
0.014577259475218658,"frozenset({'Tree', 'Person', 'Pole'})"
0.014577259475218658,"frozenset({'Person with a disability', 'White Cane', 'Bench'})"
0.014577259475218658,"frozenset({'Bridge', 'Bicycle', 'Car'})"
0.014577259475218658,"frozenset({'Bicycle', 'Person', 'Building'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Bicycle', 'Building'})"
0.014577259475218658,"frozenset({'Snow', 'Bicycle', 'Car'})"
0.014577259475218658,"frozenset({'Bicycle', 'Wall', 'Car'})"
0.014577259475218658,"frozenset({'Gate', 'Bicycle', 'Person with a disability'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Car', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Gate', 'Bicycle', 'White Cane'})"
0.014577259475218658,"frozenset({'Bicycle', 'Person', 'Pole'})"
0.014577259475218658,"frozenset({'Person', 'Vegetation', 'Bench'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Road', 'Person'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Water Pipes', 'Person'})"
0.014577259475218658,"frozenset({'Building', 'Car', 'Bench'})"
0.014577259475218658,"frozenset({'Building', 'Person with a disability', 'Bench'})"
0.014577259475218658,"frozenset({'Stairs', 'Building', 'Bench'})"
0.014577259475218658,"frozenset({'Bus', 'Fence', 'Bench'})"
0.014577259475218658,"frozenset({'Bus', 'Person', 'Bench'})"
0.014577259475218658,"frozenset({'Bus', 'Person with a disability', 'Bench'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Person', 'Railing'})"
0.014577259475218658,"frozenset({'Fence', 'Car', 'Bench'})"
0.014577259475218658,"frozenset({'Car', 'Person', 'Bench'})"
0.014577259475218658,"frozenset({'Person with a disability', 'Person', 'Puddle'})"
0.014577259475218658,"frozenset({'Car', 'White Cane', 'Bench'})"
0.014577259475218658,"frozenset({'Fence', 'Person', 'Bench'})"
0.014577259475218658,"frozenset({'Fence', 'White Cane', 'Bench'})"
0.014577259475218658,"frozenset({'Fence', 'Person', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Road', 'Person with a disability', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Gate', 'White Cane', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Gate', 'Car', 'White Cane'})"
0.014577259475218658,"frozenset({'Snow', 'Car', 'Stairs'})"
0.014577259475218658,"frozenset({'Person', 'Railing', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Stairs', 'White Cane', 'Pillar'})"
0.014577259475218658,"frozenset({'Gate', 'Car', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Sloped Driveway', 'Slopped Curb', 'Car'})"
0.014577259475218658,"frozenset({'Person', 'Vegetation', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Wall', 'Car', 'Fence'})"
0.014577259475218658,"frozenset({'Sign', 'White Cane', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Sign', 'Car', 'Snow'})"
0.014577259475218658,"frozenset({'Sign', 'Fence', 'Car'})"
0.014577259475218658,"frozenset({'Fence', 'Car', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Road', 'Pole', 'White Cane'})"
0.014577259475218658,"frozenset({'Road', 'Curb', 'White Cane'})"
0.014577259475218658,"frozenset({'Retaining Wall', 'Car', 'Person'})"
0.014577259475218658,"frozenset({'Car', 'Person', 'Puddle'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Car', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Car', 'Snow'})"
0.014577259475218658,"frozenset({'Tree', 'Pole', 'Pillar'})"
0.014577259475218658,"frozenset({'Water Pipes', 'Car', 'Person'})"
0.014577259475218658,"frozenset({'Pedestrian Crossing', 'Car', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Snow', 'Curb', 'White Cane'})"
0.014577259475218658,"frozenset({'Trash bins', 'Tree', 'Car'})"
0.014577259475218658,"frozenset({'Motorcycle', 'Car', 'White Cane'})"
0.014577259475218658,"frozenset({'Tactile Paving', 'Car', 'White Cane'})"
0.014577259475218658,"frozenset({'Snow', 'Car', 'Vegetation'})"
0.014577259475218658,"frozenset({'Curb', 'Person with a disability', 'White Cane'})"
0.014577259475218658,"frozenset({'Fence', 'Car', 'Slopped Curb'})"
0.014577259475218658,"frozenset({'Tree', 'Person with a disability', 'Vegetation'})"
0.014577259475218658,"frozenset({'Car', 'Vegetation', 'Railing'})"
0.014577259475218658,"frozenset({'Counter', 'Person', 'White Cane'})"
0.014577259475218658,"frozenset({'White Cane', 'Escalator', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Crosswalk', 'Car', 'Person'})"
0.014577259475218658,"frozenset({'Crosswalk', 'Tree', 'Person'})"
0.014577259475218658,"frozenset({'Snow', 'Curb', 'Car'})"
0.014577259475218658,"frozenset({'Snow', 'Car', 'Puddle'})"
0.014577259475218658,"frozenset({'Car', 'White Cane', 'Railing'})"
0.014577259475218658,"frozenset({'Road', 'Car', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Car', 'White Cane', 'Puddle'})"
0.014577259475218658,"frozenset({'White Cane', 'Person with a disability', 'Driveway(flat)'})"
0.014577259475218658,"frozenset({'Car', 'Sidewalk', 'Traffic Signals'})"
0.014577259475218658,"frozenset({'Pole', 'White Cane', 'Closed Sidewalk'})"
0.014577259475218658,"frozenset({'Snow', 'Car', 'Sidewalk'})"
0.014577259475218658,"frozenset({'Slopped Curb', 'Car', 'Pole'})"
0.014577259475218658,"frozenset({'Road', 'Tree', 'Car'})"
0.011661807580174927,"frozenset({'Bicycle', 'Fence', 'Car'})"
0.011661807580174927,"frozenset({'Building', 'Person', 'Bench'})"
0.011661807580174927,"frozenset({'Bus', 'Bicycle', 'Car'})"
0.011661807580174927,"frozenset({'Sign', 'Parallel Parking Spot', 'Person'})"
0.011661807580174927,"frozenset({'Tree', 'Car', 'Train Platform'})"
0.011661807580174927,"frozenset({'Bridge', 'Person with a disability', 'Bench'})"
0.011661807580174927,"frozenset({'Road', 'Wall', 'Car'})"
0.011661807580174927,"frozenset({'Bicycle', 'Car', 'Bench'})"
0.011661807580174927,"frozenset({'Person with a disability', 'Person', 'Traffic Signals'})"
0.011661807580174927,"frozenset({'Bicycle', 'Car', 'Pole'})"
0.011661807580174927,"frozenset({'Person with a disability', 'Person', 'Trash bins'})"
0.011661807580174927,"frozenset({'Road Divider', 'Bicycle', 'Car'})"
0.011661807580174927,"frozenset({'Road Shoulder', 'Bicycle', 'Car'})"
0.011661807580174927,"frozenset({'Uncontrolled Crossing', 'Trash on roads', 'Car'})"
0.011661807580174927,"frozenset({'Person', 'Sidewalk', 'Pillar'})"
0.011661807580174927,"frozenset({'Slopped Curb', 'Person', 'Pole'})"
0.011661807580174927,"frozenset({'Sign', 'Car', 'Road Divider'})"
0.011661807580174927,"frozenset({'Bus', 'White Cane', 'Bench'})"
0.011661807580174927,"frozenset({'Tree', 'Car', 'Stairs'})"
0.011661807580174927,"frozenset({'White Cane', 'Closed Sidewalk', 'Bench'})"
0.011661807580174927,"frozenset({'Sign', 'Tree', 'Car'})"
0.011661807580174927,"frozenset({'Tree', 'Car', 'White Cane'})"
0.011661807580174927,"frozenset({'Person', 'White Cane', 'Bench'})"
0.011661807580174927,"frozenset({'Pedestrian Crossing', 'Tree', 'Person with a disability'})"
0.011661807580174927,"frozenset({'Slopped Curb', 'Car', 'Sidewalk'})"
0.011661807580174927,"frozenset({'Pedestrian Crossing', 'Tree', 'Snow'})"
0.011661807580174927,"frozenset({'Person with a disability', 'Sidewalk', 'Bench'})"
0.011661807580174927,"frozenset({'Pedestrian Crossing', 'Tree', 'Trash bins'})"
0.011661807580174927,"frozenset({'Pedestrian Crossing', 'Person with a disability', 'Snow'})"
0.011661807580174927,"frozenset({'Sloped Driveway', 'Tree', 'Car'})"
0.011661807580174927,"frozenset({'Car', 'White Cane', 'Roadside Parking'})"
0.011661807580174927,"frozenset({'Slopped Curb', 'Car', 'Traffic Signals'})"
0.011661807580174927,"frozenset({'Bridge', 'Bicycle', 'Person with a disability'})"
0.011661807580174927,"frozenset({'White Cane', 'Bus Stop', 'Bench'})"
0.011661807580174927,"frozenset({'Snow', 'Car', 'Trash bins'})"
0.011661807580174927,"frozenset({'Snow', 'Car', 'Turnstile'})"
0.011661807580174927,"frozenset({'Car', 'Stairs', 'Roadside Parking'})"
0.011661807580174927,"frozenset({'Wall', 'Tree', 'Car'})"
0.011661807580174927,"frozenset({'Car', 'Closed Sidewalk', 'Sidewalk'})"
